Feature,Normal_N,Delayed_N,Normal_Mean,Delayed_Mean,U,P_Value,Effect_Size,Adjusted_P,Significant
squareroot_glcm_Id,190,12,0.8310934761817621,0.712077422791025,2027.0,6.364003550432486e-06,0.7780701754385966,1.3177637786493353e-05,True
wavelet-L_firstorder_RobustMeanAbsoluteDeviation,190,12,82.40094036423002,37.96624240651189,2026.0,6.51864812129998e-06,0.7771929824561403,1.3352714700082218e-05,True
wavelet-H_glcm_InverseVariance,190,12,0.25960444717399084,0.4914635367244566,254.0,6.51864812129998e-06,-0.7771929824561403,1.3352714700082218e-05,True
firstorder_Variance,190,12,9767.063214544976,3616.0178863030706,2023.0,7.00444889944116e-06,0.774561403508772,1.4271096420786536e-05,True
lbp-2D_firstorder_90Percentile,190,12,5.676315789473684,7.525000000000001,340.5,7.1217512585865374e-06,-0.7013157894736842,1.4432910795326972e-05,True
wavelet-H_firstorder_Median,190,12,0.01385831812593513,-3.162518072439509,2020.0,7.5241917204438405e-06,0.7719298245614035,1.51678150554979e-05,True
wavelet-H_firstorder_Minimum,190,12,-8.773143266278629,-40.263908187170706,2016.0,8.276249736022889e-06,0.7684210526315789,1.659605868118274e-05,True
wavelet-L_firstorder_InterquartileRange,190,12,198.35178529478543,87.50568605277472,2014.0,8.678386262877752e-06,0.7666666666666666,1.7043634877094967e-05,True
square_glcm_ClusterTendency,190,12,13.33797539869909,4.3400860827603625,2014.0,8.678386262877752e-06,0.7666666666666666,1.7043634877094967e-05,True
squareroot_glcm_Idm,190,12,0.82423513129331,0.6939250222751739,2014.0,8.678386262877752e-06,0.7666666666666666,1.7043634877094967e-05,True
squareroot_firstorder_Kurtosis,190,12,1.9305608377748098,6.296435333239628,266.0,8.678386262877752e-06,-0.7666666666666666,1.7043634877094967e-05,True
gradient_glcm_DifferenceVariance,190,12,0.050622697981349864,0.6026567618486763,272.5,1.011822993202769e-05,-0.7609649122807017,1.917933136369428e-05,True
gradient_glcm_DifferenceEntropy,190,12,0.29463767558971193,1.2417015534545788,272.5,1.011822993202769e-05,-0.7609649122807017,1.917933136369428e-05,True
gradient_glcm_DifferenceAverage,190,12,0.054081098655002276,0.6255358806666466,272.5,1.011822993202769e-05,-0.7609649122807017,1.917933136369428e-05,True
gradient_glcm_Id,190,12,0.9729791557449783,0.7547027978304485,2007.5,1.011822993202769e-05,0.7609649122807018,1.917933136369428e-05,True
gradient_glcm_Contrast,190,12,0.05419932908987813,1.1516071053739187,272.5,1.011822993202769e-05,-0.7609649122807017,1.917933136369428e-05,True
gradient_glcm_InverseVariance,190,12,0.0539776470244859,0.3385737189861134,272.5,1.011822993202769e-05,-0.7609649122807017,1.917933136369428e-05,True
gradient_glcm_Idm,190,12,0.9729712737159865,0.7373093249689533,2007.5,1.011822993202769e-05,0.7609649122807018,1.917933136369428e-05,True
wavelet-H_firstorder_Mean,190,12,-0.0008012074075384007,-2.7453403020981444,2002.0,1.1512326820994602e-05,0.7561403508771929,2.1713844152470016e-05,True
firstorder_Skewness,190,12,-0.0665728970451645,-1.1600054701387528,2001.0,1.1784736347540728e-05,0.7552631578947369,2.211815048479319e-05,True
wavelet-H_firstorder_Range,190,12,17.223638106780072,85.84574804008464,280.0,1.206329164204376e-05,-0.7543859649122807,2.252997115499349e-05,True
wavelet-L_glcm_Idmn,190,12,0.9991547414087268,0.9817065518944977,1998.0,1.2639367237188727e-05,0.7526315789473683,2.349072642618978e-05,True
firstorder_Maximum,190,12,184.58394863374372,157.7950832448686,1995.0,1.3552942064824726e-05,0.75,2.5066363721836023e-05,True
wavelet-H_glcm_Idn,190,12,0.9140517696739019,0.8526165770763691,1986.0,1.6686885510634734e-05,0.7421052631578948,3.0713542896385666e-05,True
square_firstorder_Kurtosis,190,12,5.396674588555894,2.52181948073587,1985.0,1.7074943941921836e-05,0.7412280701754386,3.127670020130875e-05,True
Entropy,190,12,0.5583795589847604,0.1301893167318988,1984.0,1.7471592693551762e-05,0.7403508771929825,3.185012830738384e-05,True
gradient_firstorder_10Percentile,190,12,4.5604760320563065,8.264624872306984,298.0,1.8290100226955325e-05,-0.7385964912280703,3.3028516708414116e-05,True
wavelet-H_firstorder_Entropy,190,12,0.9892361931400393,1.5225095551371768,298.0,1.8291383268964246e-05,-0.7385964912280703,3.3028516708414116e-05,True
lbp-2D_firstorder_Skewness,190,12,0.9361060555880951,0.5059967097250981,1980.0,1.9147736962471617e-05,0.736842105263158,3.441173482406455e-05,True
glcm_Idmn,190,12,0.9989453171191811,0.9788287665950982,1979.0,1.9590103261797896e-05,0.7359649122807017,3.50414523133568e-05,True
wavelet-L_firstorder_Maximum,190,12,261.5040520470321,225.17750686476052,1977.0,2.0504204100987165e-05,0.7342105263157894,3.650514842278556e-05,True
gradient_glcm_Idn,190,12,0.9904717691310204,0.9201169053084749,1976.5,2.073885216421017e-05,0.7337719298245613,3.6751175230530574e-05,True
wavelet-L_glcm_JointEnergy,190,12,0.03488002208652026,0.17571442734299028,306.0,2.1951860371327534e-05,-0.7315789473684211,3.8720642599424954e-05,True
exponential_glcm_Imc1,190,12,-0.7367145816357169,-0.24709572260879006,309.0,2.3406605723360995e-05,-0.7289473684210526,4.10963906940117e-05,True
wavelet-L_glcm_Idn,190,12,0.9838746138014571,0.9318639534845309,1970.0,2.4033939518206955e-05,0.7280701754385965,4.200427044237087e-05,True
wavelet-H_firstorder_Maximum,190,12,8.450494840501445,45.58183985291395,311.0,2.4583087544408556e-05,-0.7271929824561403,4.276783723479297e-05,True
square_firstorder_Variance,190,12,2267.7784336944724,900.0731949209807,1967.0,2.571739815617563e-05,0.725438596491228,4.453785771592234e-05,True
glcm_Correlation,190,12,0.9884528087092594,0.6536350601081011,1966.0,2.6303053455345892e-05,0.724561403508772,4.493929760756405e-05,True
squareroot_glcm_DifferenceAverage,190,12,0.4063338099797566,0.9397252079923354,314.0,2.6303053455345892e-05,-0.724561403508772,4.493929760756405e-05,True
logarithm_glcm_Idn,190,12,0.9790948680278968,0.9332562746902152,1966.0,2.6303053455345892e-05,0.724561403508772,4.493929760756405e-05,True
logarithm_glcm_MaximumProbability,190,12,0.18334649119564853,0.4164890534640022,316.0,2.7512631220895428e-05,-0.7228070175438597,4.67960379248266e-05,True
glcm_Idn,190,12,0.9843883521705197,0.9294115350410347,1956.0,3.2900703715320926e-05,0.7157894736842105,5.571185829127677e-05,True
gradient_firstorder_Kurtosis,190,12,7.678300495431459,4.029189930948906,1955.0,3.364076573678953e-05,0.7149122807017543,5.6463135443686395e-05,True
wavelet-L_glcm_Correlation,190,12,0.9884309065558913,0.735530995089689,1955.0,3.364076573678953e-05,0.7149122807017543,5.6463135443686395e-05,True
glcm_MCC,190,12,0.9892397866349111,0.7477131436479375,1954.0,3.43966221274193e-05,0.7140350877192982,5.747856592345066e-05,True
square_glcm_SumSquares,190,12,3.370269380236257,1.3093306157588718,1951.0,3.676215786298876e-05,0.7114035087719299,6.089731367738573e-05,True
squareroot_firstorder_Maximum,190,12,219.44178122377593,197.5933253652046,1951.0,3.676215786298876e-05,0.7114035087719299,6.089731367738573e-05,True
square_firstorder_Median,190,12,26.424746760502757,58.038066833257396,330.0,3.758442205346515e-05,-0.7105263157894737,6.172269311366476e-05,True
glcm_JointEnergy,190,12,0.051913926063487784,0.1930504510027025,330.0,3.758442205346515e-05,-0.7105263157894737,6.172269311366476e-05,True
logarithm_glcm_Idmn,190,12,0.9958120949020509,0.9670240940436147,1944.0,4.289663981480908e-05,0.7052631578947368,7.014429085597537e-05,True
glcm_DifferenceVariance,190,12,0.21803217761737304,1.1620219257422284,347.0,5.4535544279939903e-05,-0.6956140350877194,8.8795052866056e-05,True
wavelet-L_glcm_DifferenceVariance,190,12,0.3020156534750726,1.5770453978782035,348.0,5.573051239294988e-05,-0.6947368421052631,9.035457541154852e-05,True
glcm_Contrast,190,12,0.30611366684455105,2.0066981838082985,350.0,5.819525615877608e-05,-0.6929824561403508,9.395081608683765e-05,True
wavelet-L_glcm_Contrast,190,12,0.4793322873782365,3.016804175686788,351.0,5.9466003238270827e-05,-0.6921052631578948,9.559724571215689e-05,True
glcm_DifferenceEntropy,190,12,0.8878492144053862,1.466878175328847,354.0,6.343775832553341e-05,-0.6894736842105262,0.00010155372236146316,True
Energy,190,12,0.9520923237629302,0.9883159621093487,355.0,6.481657085169352e-05,-0.6885964912280702,0.00010289630622706347,True
ASM,190,12,0.9079536516754372,0.9770371733622721,355.0,6.481657085169352e-05,-0.6885964912280702,0.00010289630622706347,True
LBP_Mean,190,12,23.470389674523524,23.866478018054366,357.0,6.765973575641121e-05,-0.6868421052631579,0.00010652214596360608,True
glcm_DifferenceAverage,190,12,0.2882847133875606,0.7879655190550677,357.0,6.765973575641121e-05,-0.6868421052631579,0.00010652214596360608,True
gradient_glcm_Idmn,190,12,0.9974054319805796,0.9738992434891526,1922.5,6.838833065685293e-05,0.6864035087719298,0.00010722614806691755,True
square_glcm_MaximumProbability,190,12,0.5078223139268666,0.3232370760589091,1920.0,7.21466525624238e-05,0.6842105263157894,0.0001121954066378917,True
glcm_Idm,190,12,0.8576321683325786,0.7036150217177983,1920.0,7.21466525624238e-05,0.6842105263157894,0.0001121954066378917,True
glcm_Id,190,12,0.8586707173845571,0.7256506000153732,1917.0,7.691402179964609e-05,0.6815789473684211,0.0001191229362018909,True
wavelet-L_glcm_DifferenceEntropy,190,12,1.0821374336593625,1.6665058999445537,367.0,8.373515402670587e-05,-0.6780701754385965,0.00012916232260799568,True
squareroot_glcm_InverseVariance,190,12,0.2745448367470033,0.3809024479899885,375.0,9.912835538190551e-05,-0.6710526315789473,0.00015167832690966265,True
exponential_firstorder_InterquartileRange,190,12,5.804604294324394,16.092902072349077,375.0,9.912835538190551e-05,-0.6710526315789473,0.00015167832690966265,True
wavelet-L_glcm_DifferenceAverage,190,12,0.4088940613810741,1.0155246081551135,378.0,0.00010556134121915202,-0.668421052631579,0.00016087548401798766,True
lbp-2D_firstorder_Mean,190,12,4.304535259279225,4.055559427428447,1884.0,0.00015322299776445003,0.6526315789473685,0.00023258152250300981,True
Homogeneity,190,12,0.9618898305497287,0.989132779653786,423.0,0.00026397410395966584,-0.6289473684210527,0.0003991037047961614,True
wavelet-H_glcm_DifferenceEntropy,190,12,0.8123811091396191,1.3773454758526702,425.0,0.0002746319474211084,-0.6271929824561404,0.00041194792113166266,True
wavelet-H_glcm_DifferenceVariance,190,12,0.18856060355324833,0.768682668209625,425.0,0.0002746319474211084,-0.6271929824561404,0.00041194792113166266,True
gradient_firstorder_Skewness,190,12,1.7436056360768204,1.0986369201900945,1854.0,0.00028011085615090497,0.6263157894736842,0.0004185185733078227,True
wavelet-L_glcm_Idm,190,12,0.8024995656730363,0.6509776307463565,1852.0,0.000291377325571305,0.6245614035087719,0.0004336514103229188,True
wavelet-H_glcm_JointEntropy,190,12,1.7979855400123956,2.678592800850804,450.0,0.00044671472196166565,-0.6052631578947368,0.0006622502298342203,True
square_glcm_JointEnergy,190,12,0.3128250321646004,0.181288310611967,1827.0,0.0004730829039256034,0.6026315789473684,0.0006986224278901353,True
wavelet-L_glcm_JointEntropy,190,12,5.6714856315941,4.071738464594081,1821.0,0.0005302303599963996,0.5973684210526315,0.0007799913789908427,True
wavelet-L_glcm_Id,190,12,0.806254098829793,0.6830123193502827,1818.0,0.0005611578116909122,0.5947368421052632,0.0008223120240547598,True
square_firstorder_MeanAbsoluteDeviation,190,12,35.80222056162746,23.61651225871678,1817.0,0.0005718348344657223,0.593859649122807,0.0008347474020361694,True
gradient_glcm_ClusterProminence,190,12,17.274902299612908,126.25948676641087,469.5,0.0006459763030419662,-0.5881578947368421,0.0009393777536602639,True
exponential_firstorder_RobustMeanAbsoluteDeviation,190,12,3.4549543974054124,7.07059546814519,470.0,0.0006520380480287261,-0.5877192982456141,0.0009445874383990291,True
wavelet-L_firstorder_Kurtosis,190,12,2.5496677225215247,4.761984010808938,472.0,0.0006768056110677553,-0.5859649122807018,0.0009767535523364196,True
exponential_firstorder_90Percentile,190,12,19.034733484681375,33.66519072536284,482.0,0.0008142987415893695,-0.5771929824561404,0.0011707464926247163,True
exponential_firstorder_RootMeanSquared,190,12,12.47830368997398,21.282470667979414,490.0,0.0009424927463562767,-0.5701754385964912,0.0013499614148937647,True
LBP_STD,190,12,2.478295936782281,1.4263872985269963,1787.0,0.0009952083229625695,0.5675438596491229,0.0014201287305196217,True
glcm_InverseVariance,190,12,0.27412182629234544,0.34244149248999656,495.0,0.0010318546294894953,-0.5657894736842105,0.0014669276635652898,True
glcm_JointEntropy,190,12,4.923254109087756,3.617043864050871,1783.0,0.0010697463303643998,0.5640350877192983,0.001515142572003109,True
MinThickness,190,12,6.6523547373381655,3.385618083164127,1763.0,0.001445748494695398,0.5464912280701755,0.0020401117647368397,True
logarithm_glcm_Id,190,12,0.8432906963366193,0.7764888433964758,1765.0,0.0014734762165750216,0.5482456140350878,0.002071566193782595,True
firstorder_90Percentile,190,12,122.18529751929512,149.9946901446102,516.0,0.001499576871017181,-0.5473684210526315,0.002100510249476272,True
squareroot_firstorder_RootMeanSquared,190,12,149.75541532676948,164.77234250776613,525.0,0.0017543884839197744,-0.5394736842105263,0.0024484322797561687,True
logarithm_glcm_Idm,190,12,0.8342481683928396,0.7634628711978294,1754.0,0.0017850328082112828,0.5385964912280701,0.0024821076639726233,True
gradient_glcm_Correlation,190,12,0.9137173465201645,0.6688278769456959,1746.5,0.0020310144176510694,0.5320175438596491,0.002813878156818391,True
firstorder_Kurtosis,190,12,2.5495072948866615,4.567419639727727,536.0,0.0021196927039032953,-0.5298245614035088,0.0029260975369099834,True
wavelet-L_glcm_Autocorrelation,190,12,224.33803385657083,133.3273515756206,1738.0,0.0023471738810774217,0.524561403508772,0.0032284232804711105,True
wavelet-L_firstorder_90Percentile,190,12,172.81560945547483,210.2492068166964,550.0,0.002685271787521642,-0.5175438596491229,0.003680174644049445,True
gradient_glcm_ClusterShade,190,12,3.4028771118832046,13.734363509467068,553.5,0.0028467205173054225,-0.5144736842105263,0.0038874570505138565,True
squareroot_glcm_Contrast,190,12,0.721257583227424,3.834214726777462,569.0,0.003673732573089935,-0.5008771929824561,0.004998900394097376,True
wavelet-H_glcm_ClusterShade,190,12,-0.029842042894692212,0.39739152633537894,585.5,0.004789163746583072,-0.48640350877192984,0.0064934924820218886,True
wavelet-H_glcm_JointEnergy,190,12,0.31884131556982054,0.23511063976079513,1682.0,0.005829260109028451,0.475438596491228,0.00787570248772993,True
logarithm_glcm_InverseVariance,190,12,0.2121913930284425,0.28090618327725586,601.0,0.006107404464845832,-0.4728070175438597,0.00822233604631188,True
glcm_Autocorrelation,190,12,117.37646038782952,74.0152077904735,1671.0,0.0069084832644104085,0.46578947368421053,0.009268070858240723,True
logarithm_firstorder_Maximum,190,12,245.0631722084528,228.17119707788137,1668.0,0.007232428478018938,0.4631578947368422,0.009668614912720053,True
squareroot_glcm_DifferenceEntropy,190,12,1.1664512496075405,1.583319357739887,629.0,0.009339044590123547,-0.44824561403508767,0.012441174786143606,True
logarithm_glcm_ClusterShade,190,12,488.4636613112047,-625.4437055318323,1650.0,0.009478510310163698,0.44736842105263164,0.012452801476456443,True
wavelet-L_glcm_SumAverage,190,12,27.31161205504555,20.03702491389043,1650.0,0.009478510310163698,0.44736842105263164,0.012452801476456443,True
wavelet-L_glcm_JointAverage,190,12,13.655806027522775,10.018512456945217,1650.0,0.009478510310163698,0.44736842105263164,0.012452801476456443,True
exponential_glcm_ClusterShade,190,12,4.96939451277919,0.5357977085535287,1650.0,0.009463936285837164,0.44736842105263164,0.012452801476456443,True
square_firstorder_Mean,190,12,42.317164498277485,57.89954907301209,631.0,0.009619830555221592,-0.4464912280701754,0.012595035881578787,True
firstorder_RootMeanSquared,190,12,103.28961244527574,117.48309158664176,643.0,0.011468133103472732,-0.4359649122807018,0.014963557234325721,True
squareroot_glcm_ClusterShade,190,12,149.3697385171053,-251.9921834757988,1635.0,0.011805100694627412,0.4342105263157894,0.01535065994762131,True
exponential_firstorder_Range,190,12,57.161832901390156,37.0678414692811,1634.0,0.011976854680194436,0.43333333333333335,0.015521025963109116,True
gradient_firstorder_Maximum,190,12,104.27955216671292,130.8622338374456,658.0,0.014217390279428595,-0.42280701754385963,0.01836212100495693,True
wavelet-L_firstorder_RootMeanSquared,190,12,146.06438453747091,165.05768116798876,661.0,0.014832307424361469,-0.4201754385964912,0.019091584894194998,True
wavelet-H_firstorder_Uniformity,190,12,0.5070729254932138,0.4145610449647414,1616.0,0.01547054134088533,0.4175438596491228,0.0197794505062997,True
exponential_firstorder_Maximum,190,12,57.19281801062668,39.44252930091903,1616.0,0.01547054134088533,0.4175438596491228,0.0197794505062997,True
wavelet-H_glcm_ClusterProminence,190,12,0.7397583320571067,7.2631052692856715,671.0,0.017054558509205477,-0.41140350877192977,0.021731728401362164,True
wavelet-H_firstorder_Skewness,190,12,-0.1033119046071039,0.3438427971632812,675.0,0.018022184001508807,-0.4078947368421053,0.022888173681916184,True
gradient_firstorder_Range,190,12,104.18214110826192,128.38991500933966,697.0,0.02425023219597787,-0.38859649122807016,0.030695476633447072,True
square_firstorder_RobustMeanAbsoluteDeviation,190,12,24.782506260226175,17.847724332365978,1579.0,0.02556384760875144,0.3850877192982456,0.032251079267994365,True
wavelet-H_firstorder_Kurtosis,190,12,7.746201732135083,4.805841253901632,1573.0,0.027649560779278926,0.37982456140350873,0.034767269494736866,True
wavelet-L_glcm_MCC,190,12,0.9891414924592092,0.8810627608344355,1567.0,0.029880417925389337,0.3745614035087719,0.037448813255175455,True
lbp-2D_firstorder_RootMeanSquared,190,12,4.486267814189397,4.752777147124335,721.0,0.03309431947354016,-0.36754385964912284,0.04134077285055345,True
gradient_glcm_MCC,190,12,0.9273926008077263,0.7629705725022595,1554.5,0.03502885946924819,0.36359649122807025,0.04361436424112275,True
glcm_SumAverage,190,12,19.8381029296353,15.14433198905328,1547.0,0.038467796734915946,0.35701754385964923,0.0475851641428668,True
glcm_JointAverage,190,12,9.919051464817649,7.5721659945266415,1547.0,0.038467796734915946,0.35701754385964923,0.0475851641428668,True
squareroot_firstorder_90Percentile,190,12,175.93374789247218,192.6109516301625,744.0,0.04402793900241245,-0.34736842105263155,0.05428687624569302,False
lbp-2D_firstorder_Median,190,12,4.026315789473684,4.166666666666667,1244.5,0.0491142228213837,0.09166666666666656,0.060362964177249005,False
Dissimilarity,190,12,0.9381667439695033,0.8418052973092051,1510.0,0.059912531385183786,0.32456140350877183,0.07339766706673641,False
square_glcm_SumAverage,190,12,4.628341366903813,5.484551431543573,772.0,0.061310013137225935,-0.32280701754385965,0.07462976040026544,False
square_glcm_JointAverage,190,12,2.3141706834519065,2.7422757157717865,772.0,0.061310013137225935,-0.32280701754385965,0.07462976040026544,False
squareroot_glcm_DifferenceVariance,190,12,0.5455920328832625,2.620868883421804,792.0,0.07682445067902446,-0.3052631578947368,0.09321692900862523,False
wavelet-H_glcm_Idmn,190,12,0.9487448919814417,0.9309941999559951,1487.0,0.0776773924256563,0.30438596491228065,0.09395265560055571,False
square_glcm_JointEntropy,190,12,2.694171853095427,3.051118040399627,801.0,0.08478196545886893,-0.2973684210526316,0.1022212937969274,False
wavelet-H_glcm_MaximumProbability,190,12,0.4029368976584717,0.33698696345962614,1476.0,0.0875779759741568,0.2947368421052632,0.1052593338995386,False
square_firstorder_Entropy,190,12,2.081922695933254,1.8497880673104692,1474.0,0.08948316634285663,0.2929824561403509,0.10721096344851691,False
square_firstorder_InterquartileRange,190,12,56.33307055623303,42.81682414581412,1462.0,0.10162457972938287,0.2824561403508772,0.12137606544481151,False
exponential_firstorder_MeanAbsoluteDeviation,190,12,7.100347386245651,9.204798432217997,821.0,0.10485631977719136,-0.27982456140350875,0.12484455573471846,False
wavelet-H_glcm_SumAverage,190,12,3.072914743938974,5.0109192116568755,823.5,0.10761117549020864,-0.27763157894736845,0.12732875112350775,False
wavelet-H_glcm_JointAverage,190,12,1.536457371969487,2.5054596058284373,823.5,0.10761117549020864,-0.27763157894736845,0.12732875112350775,False
exponential_glcm_Idm,190,12,0.9929605720706818,0.9205391491016588,1453.0,0.11149124543614365,0.274561403508772,0.12950659911942297,False
exponential_glcm_InverseVariance,190,12,0.013765314906028813,0.1568460560402248,826.0,0.11035068364804422,-0.27543859649122804,0.12950659911942297,False
exponential_glcm_DifferenceEntropy,190,12,0.09666628684540145,0.4446036533331497,827.0,0.11149124543614365,-0.2745614035087719,0.12950659911942297,False
exponential_glcm_MaximumProbability,190,12,0.9269519064509848,0.7331847533111496,1453.0,0.11149124543614365,0.274561403508772,0.12950659911942297,False
exponential_glcm_DifferenceAverage,190,12,0.01418101799483247,0.15953670794674388,827.0,0.11149124543614365,-0.2745614035087719,0.12950659911942297,False
exponential_glcm_Id,190,12,0.9929913166300395,0.9207441511516793,1453.0,0.11149124543614365,0.274561403508772,0.12950659911942297,False
exponential_glcm_DifferenceVariance,190,12,0.014130536051749873,0.10430409679444937,829.0,0.11380026145339461,-0.2728070175438596,0.1298981246730525,False
exponential_glcm_Idn,190,12,0.9967806224412094,0.9552239546614595,1451.0,0.11380026145339461,0.2728070175438597,0.1298981246730525,False
logarithm_glcm_JointAverage,190,12,10.70913008487368,11.075638368286755,829.0,0.1138739465637783,-0.2728070175438596,0.1298981246730525,False
exponential_glcm_Contrast,190,12,0.01469182867581363,0.16261173869705137,829.0,0.11380026145339461,-0.2728070175438596,0.1298981246730525,False
exponential_glcm_JointEnergy,190,12,0.8688612400278032,0.6419035649573903,1451.0,0.11380026145339461,0.2728070175438597,0.1298981246730525,False
logarithm_glcm_SumAverage,190,12,21.418260169747363,22.151276736573507,829.0,0.1138739465637783,-0.2728070175438596,0.1298981246730525,False
gradient_glcm_Imc2,190,12,0.8406550386424322,0.7473084893698516,1442.5,0.12411274470862114,0.26535087719298245,0.1411550917432378,False
exponential_glcm_Idmn,190,12,0.9986715508729306,0.9769703917859571,1440.0,0.12717966736834127,0.26315789473684204,0.14421265853374413,False
wavelet-H_glcm_Autocorrelation,190,12,2.5076021670685504,7.439075060685075,854.0,0.14602346098523136,-0.25087719298245614,0.1650888386806325,False
exponential_glcm_JointEntropy,190,12,0.45796949683290716,1.0622133366492108,855.0,0.14735844920626945,-0.25,0.1661052341644635,False
exponential_firstorder_Uniformity,190,12,0.8775640977920405,0.7345454104868958,1422.0,0.1516731282039842,0.24736842105263168,0.17046448922040702,False
wavelet-H_glcm_Imc1,190,12,-0.18162688177005726,-0.21036090397876708,860.0,0.1546866782771835,-0.24561403508771928,0.17334007183413797,False
square_firstorder_90Percentile,190,12,109.44167900098451,95.17792781378995,1416.0,0.1606754979699372,0.24210526315789482,0.17952306371421134,False
exponential_glcm_SumEntropy,190,12,0.4432048337811451,0.8964298822039388,865.0,0.1621141326597637,-0.24122807017543857,0.18060083199815782,False
logarithm_glcm_Autocorrelation,190,12,176.87564275077085,176.72768778159138,873.0,0.17478861077348673,-0.23421052631578942,0.19415294666092842,False
exponential_glcm_Imc2,190,12,0.5856768584426774,0.39137702405779096,1404.0,0.17960418732474026,0.2315789473684211,0.19892207956606406,False
logarithm_firstorder_RootMeanSquared,190,12,199.99515282497092,207.6706802514071,877.0,0.18135019196342683,-0.23070175438596496,0.1996948645608833,False
logarithm_glcm_DifferenceAverage,190,12,0.5137348419726315,0.9597862205445188,877.0,0.1813500330781812,-0.23070175438596496,0.1996948645608833,False
exponential_glcm_JointAverage,190,12,1.1069531567576727,1.333081555814982,885.0,0.1949276741383914,-0.22368421052631582,0.21280069870122387,False
exponential_glcm_ClusterProminence,190,12,65.50725112648267,3.5724005894254396,1395.0,0.1949276741383914,0.2236842105263157,0.21280069870122387,False
exponential_glcm_SumAverage,190,12,2.213906313515345,2.666163111629964,885.0,0.1949276741383914,-0.22368421052631582,0.21280069870122387,False
exponential_firstorder_Entropy,190,12,0.37675611440381396,0.6378668202807226,906.0,0.23436560163846876,-0.20526315789473681,0.2551236977835903,False
logarithm_glcm_DifferenceEntropy,190,12,1.2561616227417374,1.451934533670664,926.0,0.27698867543603767,-0.18771929824561406,0.30066292119980154,False
wavelet-H_glcm_SumEntropy,190,12,1.538309201429735,1.69731109522949,929.0,0.28379487440367945,-0.18508771929824563,0.3071757021244371,False
wavelet-H_glcm_MCC,190,12,0.4734839195018497,0.46247085968571816,1340.0,0.3097136381306129,0.17543859649122817,0.33428015900216296,False
exponential_glcm_Autocorrelation,190,12,1.467091742137918,2.168829783621469,947.0,0.3268985657995328,-0.16929824561403506,0.3518315072588192,False
exponential_glcm_MCC,190,12,0.9287157147919788,0.7331493228071851,1326.0,0.34479681730203393,0.16315789473684217,0.37004954194950684,False
wavelet-H_glcm_ClusterTendency,190,12,0.7257081828423048,1.1045912914042997,955.0,0.3475021052107091,-0.16228070175438591,0.37190534293618027,False
exponential_glcm_Correlation,190,12,0.9276440114767728,0.7106875946931835,1320.0,0.3606261890200926,0.1578947368421053,0.38486996643320803,False
square_firstorder_Uniformity,190,12,0.354034745105858,0.32471216839043865,1305.0,0.40225060986705596,0.14473684210526305,0.4280935261434311,False
glcm_ClusterShade,190,12,-24.67063970155405,-70.38520139735091,1289.0,0.4495658658277518,0.13070175438596499,0.4771158631765277,False
square_glcm_SumEntropy,190,12,2.5463066235896177,2.3818220849827108,1288.0,0.45262428195502147,0.12982456140350873,0.4790273650690644,False
exponential_glcm_SumSquares,190,12,0.21176818773241843,0.2318791832537123,995.0,0.4617783932825714,-0.1271929824561403,0.4873616837691405,False
wavelet-L_glcm_ClusterShade,190,12,-70.51923589831091,-187.88471060722034,1280.0,0.47751044020062516,0.12280701754385959,0.502573142863089,False
squareroot_glcm_JointAverage,190,12,10.383315824002182,9.50148229157516,1003.0,0.4870322073560184,-0.12017543859649127,0.509778217040228,False
squareroot_glcm_SumAverage,190,12,20.766631648004363,19.00296458315032,1003.0,0.4870322073560184,-0.12017543859649127,0.509778217040228,False
wavelet-H_glcm_Imc2,190,12,0.5267364633451623,0.5646601598540846,1015.0,0.5261234316604533,-0.10964912280701755,0.5491863766099526,False
shape2D_Elongation,190,12,0.46469800438708114,0.5047708454737196,1017.0,0.532791110464983,-0.10789473684210527,0.5546268117135479,False
wavelet-H_firstorder_Energy,190,12,23873.706893107686,51999.278798036736,1249.0,0.5806296777116633,0.09561403508771926,0.6011410521960427,False
wavelet-H_firstorder_TotalEnergy,190,12,23873.706893107686,51999.278798036736,1249.0,0.5806296777116633,0.09561403508771926,0.6011410521960427,False
square_firstorder_RootMeanSquared,190,12,62.73202824513271,65.60958485859713,1053.0,0.659615129756034,-0.07631578947368423,0.6810660282846855,False
lbp-2D_firstorder_Maximum,190,12,8.98421052631579,9.0,1128.0,0.73276723423915,-0.010526315789473717,0.7545522060678815,False
square_glcm_Autocorrelation,190,12,9.082456630767892,8.954986091871367,1078.0,0.7541678646107773,-0.05438596491228065,0.7744958393981298,False
wavelet-L_glcm_InverseVariance,190,12,0.35639047270241975,0.32709742212632426,1195.0,0.7813919401221862,0.04824561403508776,0.8002965838348196,False
exponential_glcm_ClusterTendency,190,12,0.8323809222538602,0.7649049943177979,1086.0,0.7852612291411443,-0.047368421052631615,0.8021032930369328,False
Contrast,190,12,116.30430700686108,150.7616536016116,1191.0,0.7970721080182668,0.044736842105263186,0.8119905699330472,False
lbp-2D_firstorder_Range,190,12,8.868421052631579,8.916666666666666,1114.0,0.8060805927104511,-0.02280701754385961,0.8189778821938183,False
lbp-2D_firstorder_Minimum,190,12,0.11578947368421053,0.08333333333333333,1165.5,0.8097632223506988,0.022368421052631593,0.82053135030749,False
logarithm_glcm_Contrast,190,12,2.0741871318485128,7.146335275675298,1094.0,0.8167873816511922,-0.04035087719298247,0.8254535607668548,False
