Feature,Normal_Mean,Delayed_Mean,Normal_Median,Delayed_Median,Normal_STD,Delayed_STD,Mean_Difference,Relative_Difference,Standardized_Difference
RAD_wavelet-H_firstorder_Minimum,-8.773143266278629,-11.580756162777089,-7.35306250304583,-11.580756162777089,5.886480627539662,5.881272068053781,-2.80761289649846,-0.3200236005786082,0.4771705684357977
RAD_logarithm_glcm_Contrast,2.0741871318485128,2.845203413985056,1.9670553112010483,2.845203413985056,0.8399505871901737,2.1429972609937202,0.7710162821365434,0.37171973071313136,0.473722972259393
RAD_lbp-2D_firstorder_InterquartileRange,0.8894736842105263,1.0,1.0,1.0,0.3307754826747831,0.0,0.1105263157894737,0.1242603550156157,0.4725495781145496
RAD_wavelet-H_glcm_MCC,0.4734839195018497,0.5578192597671052,0.4796897477632148,0.5578192597671052,0.12038495767965356,0.2221077085787257,0.08433534026525552,0.17811658806950126,0.47209708991153504
RAD_logarithm_firstorder_Minimum,-254.63525232867315,-240.53828222241486,-256.7442643117429,-240.53828222241486,38.86831422506823,17.0275923940338,14.096970106258283,0.0553614237515587,0.46980964988018814
RAD_wavelet-H_glcm_DifferenceVariance,0.18856060355324833,0.1659476433553648,0.19031126928236392,0.1659476433553648,0.028014313845882186,0.06206447248874372,-0.02261296019788353,-0.11992409739771204,0.4696379780915443
RAD_glcm_DifferenceVariance,0.21803217761737304,0.2588275783860176,0.21366851743656584,0.2588275783860176,0.05100809727359133,0.11193411302514757,0.040795400768644574,0.18710724809402274,0.4690199952388682
RAD_logarithm_glcm_DifferenceVariance,1.7884966605306991,2.4296257592211816,1.7131281576792854,2.4296257592211816,0.6996713402075754,1.806625593260788,0.6411290986904825,0.35847374658468384,0.4680001343077508
RAD_logarithm_glcm_Idmn,0.9958120949020509,0.9945649121992689,0.9959682559142159,0.9945649121992689,0.0017732198935275075,0.0033367376276982157,-0.0012471827027820126,-0.0012524277512209207,0.46677701216677014
RAD_wavelet-H_glcm_Imc2,0.5267364633451623,0.603887554006384,0.5399009341863426,0.603887554006384,0.12121915229628077,0.20276692057502504,0.07715109066122172,0.1464700016334711,0.46185629329590877
RAD_logarithm_glcm_DifferenceAverage,0.5137348419726315,0.6149629547977671,0.5199754054580162,0.6149629547977671,0.14792617309263031,0.2734893745295184,0.10122811282513555,0.19704350286372824,0.4604166100125107
RAD_firstorder_Kurtosis,2.5495072948866615,2.2869929306973016,2.469492691144491,2.2869929306973016,0.6784873421772414,0.4379568398501675,-0.2625143641893599,-0.10296670447092536,0.4597205299039664
RAD_wavelet-L_firstorder_Kurtosis,2.5496677225215247,2.2876885883457656,2.4693755099244887,2.2876885883457656,0.6785700327421357,0.4372349032269253,-0.26197913417575913,-0.10275030422646472,0.458966106696115
