Subject,Area,Perimeter,BoundingBoxWidth,BoundingBoxHeight,CentroidX,CentroidY,SkeletonLength,MeanThickness,MaxThickness,MinThickness,StdThickness
s0160.png,211.0,67.11269760131836,23,19,177,142,20,7.944016695892822,12.0,2.8284271247461903,2.663193334209155
s0341.png,50.0,45.31370830535889,22,5,200,12,20,3.8242640687119276,4.0,2.8284271247461903,0.4183351918723621
s0412.png,215.0,121.11269783973694,57,12,120,84,55,4.949632460903046,6.0,2.0,1.083450863999905
