Total_Samples,Normal_Samples,Delayed_Samples,Selected_Features,Missing_Feature_Values,Best_Model,Accuracy_Mean,Precision_Mean,Recall_Mean,F1_Mean,ROC_AUC_Mean,Robust_Best_Model,Robust_Best_F1,Robust_Best_ROC_AUC,GAN_Master_Rows
202.0,190.0,12.0,20.0,0.0,KNN,0.99,1.0,0.8,0.8666666666666666,0.894736842105263,KNN,0.8766666666666666,0.91390350877193,10
